"row.names","cln3.1","cln3.2","clb2.2","clb2.1","alpha0","alpha7","alpha14","alpha21","alpha28","alpha35","alpha42","alpha49","alpha56","alpha63","alpha70","alpha77","alpha84","alpha91","alpha98","alpha105","alpha112","alpha119","cdc15.10","cdc15.30","cdc15.50","cdc15.70","cdc15.80","cdc15.90","cdc15.100","cdc15.110","cdc15.120","cdc15.130","cdc15.140","cdc15.150","cdc15.160","cdc15.170","cdc15.180","cdc15.190","cdc15.200","cdc15.210","cdc15.220","cdc15.230","cdc15.240","cdc15.250","cdc15.270","cdc15.290","cdc28.0","cdc28.10","cdc28.20","cdc28.30","cdc28.40","cdc28.50","cdc28.60","cdc28.70","cdc28.80","cdc28.90","cdc28.100","cdc28.110","cdc28.120","cdc28.130","cdc28.140","cdc28.150","cdc28.160","elu0","elu30","elu60","elu90","elu120","elu150","elu180","elu210","elu240","elu270","elu300","elu330","elu360","elu390","peak"
"YLR183C",2.37,2.85,-1.64,-0.81,-1.7,-1.46,0.93,1.12,0.91,0.11,0,-0.73,-0.9,-0.46,0.85,0.93,0.96,0.14,0.28,-0.17,-0.14,-0.68,-0.97,1.2,2.06,-0.14,-0.72,-1.4,-1.53,-1.76,-1.23,0.88,0.99,1.89,0.96,1.28,0.3,0.07,-0.76,-0.64,-1.23,-1.17,1.02,0.45,0.22,0.22,-1.73,-0.35,1.66,1.19,0.28,-0.31,-0.61,-1.65,-1.35,0.12,1.4,0.96,0.66,0.18,-0.46,-0.801,-0.714,-1.46,-1.52,-0.49,-0.37,0.63,0.41,0.87,0.68,0.38,0.4,0.46,-0.02,0.06,-0.02,"G1"
"YLR212C",0.82,-0.09,-0.34,-0.15,-0.91,-0.14,-0.24,0.59,0,0.2,-0.13,-0.28,0.21,0.21,0.11,0.7,0.2,-0.32,0.13,-0.09,-0.11,-0.14,-0.58,0.38,0.47,-0.03,-0.14,-0.63,-0.58,-0.34,-0.16,0.48,0.79,0.89,0.79,0.29,0.56,-0.39,-0.18,-0.6,-0.28,-0.5,0.45,-0.05,-0.2,-0.46,-1.3,-0.1,0.74,0.28,-0.23,-0.28,-0.47,-0.12,0.17,0.45,0.96,0.72,0.34,-0.23,-0.186666666666667,-0.55,-0.36,-1.46,0.1,0.53,-0.22,0.33,0.37,0.11,0.32,-0.04,0.24,0.18,-0.15,-0.52,0.19,"G1"
"YLR231C",-0.06,-1.03,0.1,-0.17,-0.08,-0.14,0.08,-0.32,0.14,-0.12,0.28,0.07,-0.01,-0.01,0.03,0.08,0.12,-0.32,0.08,-0.04,0.25,-0.08,-0.29,-0.33,-0.41,-0.04,0.35,-0.03,0.3,-0.03,0.26,-0.54,1.03,0.03,-0.11,-0.16,-0.09,-0.08,0.15,0.02,-0.03,-0.23,0.25,0.03,-0.14,0.06,0.96,0.09,0.05,-0.4,-0.49,-0.85,-0.39,-0.67,0.23,0.14,-0.13,0.3,0.55,0.12,0.21,0.08,0.42,0.04,-0.05,0.04,-0.1,-0.31,-0.42,-0.5,-0.03,0.41,-0.05,-0.47,0.46,0.68,0.28,"G1"
"YLR233C",0.56,0.08,-0.43,-0.43,-0.12,-0.28,0.21,0.29,0.31,-0.07,0.15,0.07,-0.3,-0.21,-0.04,0.16,0.09,-0.4,0.15,0.01,0.1,-0.13,0.37,0.59,0.66,-0.02,0.09,-0.18,-0.18,-0.16,0.1,0.02,0.1,0.15,0.04,-0.16,0.3,-0.67,-0.12,-0.49,-0.2,0.13,0.29,-0.11,-0.15,-0.2,-0.06,-0.11,1.07,0.34,-0.19,0.02,-0.31,-0.16,-0.28,0.07,0.57,0.16,-0.01,-0.0925,-0.13,-0.62,-0.35,-0.44,0.02,-0.09,-0.17,0.02,0.04,-0.11,0.04,0.37,0,0,0.06,0.25,0,"G1"
"YLR234W",1.57,0.464,-0.683333333333333,-0.03,-0.35,-0.25,0.2,0.13,0.29,-0.19,0.15,-0.15,0.07,0.08,0.08,0.45,0.07,-0.11,-0.28,-0.21,0.05,-0.05,0.29,0.69,1.04,0.54,-0.48,-0.16,-0.34,-0.46,-0.22,0.4,0.1,0.66,0.03,0.56,0,0.2,-0.48,-0.34,-0.41,-1,-0.08,-0.04,-0.06,-0.43,-0.16,-0.54,1.09,0.51,-0.12,-0.41,-0.36,-0.52,-0.23,0.52,0.24,0.47,0.34,-0.16,-0.14,0,-0.52,-0.17,-0.64,-0.41,-0.22,0.17,0.56,0.17,0.41,0.29,0.29,-0.15,0.15,-0.45,-0.02,"G1"
"YLR235C",0.87,-0.89,-0.34,-0.25,-0.48,-0.2,0.12,0.77,0.67,0.1,-0.03,-0.13,-0.16,-0.3,0.08,0.1,0.19,-0.18,-0.08,-0.3,-0.03,-0.16,0.12,0.06,-0.1,0.19,0.54,-0.56,0.49,-0.85,0.05,-0.17,0.11,0.98,-0.54,-0.08,0.87,-0.59,0.69,-0.3,0.7,-0.05,0.46,-0.71,-0.56,-0.74,0.35,-0.41,1.87,1.41,0.35,-0.2,-0.41,-1.3,-0.11,0.197,1.25,0.41,0.59,0.8,-1.79,-1.3,-1.52,0,-0.23,-0.18,0.19,0.08,0.52,0.1,0.14,-0.04,0.1,-0.13,-0.02,-0.23,-0.3,"G1"
"YLR236C",0.82,-0.89,-0.6425,-0.45,-0.9,-0.53,-0.16,0.8,0.39,0.52,0.08,-0.22,-0.12,0.27,-0.2,0.61,0.34,-0.05,-0.3,-0.12,-0.39,0.02,-0.26,0.29,0.49,0.5,0.28,-0.78,0.06,-0.72,0.13,-0.28,0.5,0.3,0.19,-0.01,1.04,-0.13,0.34,-0.38,0.1,-0.3,0.78,-0.7,-0.75,-0.72,0.15,0.02,1.26,0.9,-0.02,-0.41,-0.59,-0.86,-0.7,0.72,0.58,0.23,0.23,-0.2,-0.06,-0.43,-0.83,-0.73,-0.66,0.2,0.01,0.21,0.39,0.14,0.13,0.24,0.17,0.47,-0.19,-0.43,0.04,"G1"
"YLR286C",-0.06,-0.47,0.1,0.41,1.18,0.92,0.5,-0.17,-1.17,-1.43,-1.58,-2.17,-2.17,-1.75,0.06,1.4,1.88,1.31,1.52,0.95,0.57,0.16,-2.61,1.04,0.11,-1.94,-1.69,-2.48,-2.13,-2.94,-1.77,1.22,2.44,2.16,2.32,1.08,0.91,-0.54,-0.41,-1.35,-0.85,-0.73,1.8,1.8,2.32,2.24,-0.06,0.91,-0.37,-1.16,-1.01,-0.31,-0.41,-0.95,-1.41,1.01,1.67,1.03,0.776,0.76,0.52,-0.19,-0.06,2.49,1.05,0.32,-1.36,-1.42,-1.7,-2.04,-1.55,-1.19,-0.3,0.4,1.12,1.91,2.25,"G1"
"YLR300W",0.75,2.24,-0.54,-0.62,-0.05,-1.09,-0.97,-0.62,0.35,0.42,0.95,-0.36,-0.8,-0.62,0.53,0.57,0.85,0.37,0.69,0.29,0,-0.51,0.2,0.95,0.16,0.58,0.38,-0.04,-0.66,-1.2,-0.28,0.65,0.83,0.71,0.43,0.33,0.71,0.24,0.03,-0.56,-0.69,-1.66,-0.31,-0.03,-0.25,-0.52,-0.87,-0.66,0.22,0.22,0.26,-0.18,-0.13,-0.69,-0.42,0.91,0.53,0.45,0.01,0.49,-0.19,0.33,0.18,-2.2,-1.37,-1.41,-1.05,0.02,0.55,0.33,0.29,0.56,1.1,0.65,1.06,0.81,0.64,"G1"
"YLR313C",0.53,0.42,-1,-0.62,-0.53,-0.164444444444444,0.91,0.42,0.51,0.12,-0.02,0.07,-0.2,-0.25,0.38,0.424,0.26,-0.41,-0.15,0.01,-0.51,-0.59,-0.28,0.9,0.82,-0.22,-0.6,-0.42,-0.42,-0.37,-0.2,-0.05,0.42,0.78,0.29,0.31,0.01,-0.6,0.06,-0.65,0.03,-0.16,0.56,0.06,-0.08,-0.18,-0.31,0.73,2.04,1.22,0.34,-0.27,-0.7,-1.7,-0.54,-0.33,1.04,0.7,0.79,-0.38,-1.11,-0.64,-0.88,-1.17,-0.59,-0.22,0.18,0.34,0.56,0.68,0.45,0.06,0.02,0.02,-0.43,-0.03,0.13,"G1"
"YLR326W",0.91,1.06,-0.42,-0.09,-0.34,-0.07,0.41,0.47,0.58,0.12,0.45,-0.16,-0.26,-0.22,-0.47,-0.07,0.22,-0.34,0.17,-0.07,-0.11,-0.3,-0.23,-0.09,1.18,0.63,0.18,0.1,-0.59,-0.65,-0.68,-0.28,-0.36,0.41,0.16,0.47,0.14,0.11,-0.63,-0.11,-0.78,-0.91,0.41,0.52,0.39,0.58,0.16,-0.64,0.9,0.84,0.49,0.21,-0.6,-0.28,-0.87,-0.56,0.58,0.43,0.03,0.07,-1.03,-0.235555555555556,-0.325555555555556,-0.14,-0.37,-0.14,-0.52,-0.12,0.06,-0.2,0.18,0.37,0,0.21,0.23,0.16,0.29,"G1"
"YLR342W",1.68,1.9,-1.36,-0.51,-0.24,-0.43,-0.01,0.35,0.62,0.15,0.38,-0.59,-0.15,-0.79,-0.43,-0.1,-0.05,0.33,0.39,0.81,0.22,-0.43,0.31,0.13,0.55,0.93,0.96,0.3,0.12,-0.51,-0.33,-0.09,0.41,0.27,0.92,0.7,0.63,-0.05,-0.05,-0.81,-0.88,-1.71,-0.33,-0.43,-0.51,-0.51,-0.75,0.05,0.16,0.19,0.09,-0.32,-0.23,0.07,-0.41,0.65,0.28,0.344,-0.09,0.08,0.04,0.16,0.04,-0.5,-0.72,-0.98,-0.4,0.02,0.38,0.6,0.4,0.55,0.57,-0.06,0.15,-0.28,0.27,"G1"
"YLR343W",0.07,-0.38,-0.544,-0.69,-0.08,-0.5,0.17,0.43,0.92,0.17,-0.26,-0.24,-0.41,-0.76,0.08,-0.18,0.27,0.2,0.59,0.3,-0.41,-0.3,0.59,0.61,0.63,0.45,0.67,-0.42,-0.09,-0.59,-0.09,0.09,0.3,-0.24,0.46,-0.01,0.47,-0.87,0.14,-0.99,0.31,-0.94,0.35,-0.07,-0.21,-0.57,0.07,0.47,0.71,0.84,0.56,0.22,-0.22,-0.03,-0.47,-0.22,-0.28,-0.24,-0.61,-0.35,-0.44,-0.487777777777778,-0.484444444444444,-0.55,-0.73,-0.42,0.07,0.58,0.38,0.69,0.38,0.09,0.11,-0.18,-0.16,-0.16,-0.12,"G1"
"YLR372W",0.32,1.16,-1,-0.62,-0.3,-0.63,-0.17,0.02,0.72,0.19,0.64,-0.21,-0.09,-0.28,-0.17,0.08,0.37,0.14,0.42,-0.28,0.01,-0.49,-0.14,0.19,0.55,0.59,-0.28,0.39,-0.18,0.06,-0.28,0.09,0.02,0.56,0.45,0.39,-0.08,0.33,-0.0844444444444444,0.11,0.19,-0.94,-0.88,-0.37,-0.39,-0.39,-0.39,-0.21,0.38,0.16,-0.15,-0.35,-0.13,-0.2,-0.29,0.55,0.31,0.365,0.06,0.21,-0.07,0.07,0.05,-1.81,-0.81,-0.54,-0.34,0.6,0.95,0.81,0.77,0.43,0.54,0.37,-0.29,-0.32,-0.34,"G1"
"YLR380W",0.64,0.65,-0.32,-0.17,-0.19,-0.21,-0.32,0.09,0.21,0.34,0.16,-0.25,0.03,0.13,-0.4,0.15,0.23,-0.078,-0.06,0.28,-0.08,-0.11,0.06,0.43,0.74,0.52,0.21,-0.09,-0.2,-0.47,-0.45,-0.23,-0.13,0.12,0.09,0.53,0.73,0.02,-0.11,-0.27,-0.04,-0.03,-0.61,-0.29,-0.21,-0.33,-0.62,0.14,0.29,0.61,0.7,0.34,0.12,0.32,-0.5,0.27,0.15,-0.12,0.136,-0.03,-0.09,-0.6,-0.96,-0.7,0.41,-0.8,-0.03,0.11,0.13,-0.02,0.24,-0.03,0.39,0.05,0.03,0.12,0.09,"G1"
"YLR383W",0.11,0.48,-0.86,-0.56,-0.66,-0.0666666666666667,0.41,0.89,-0.48,0.34,0.08,-0.15,-0.5,-0.3,0.05,0.19,0.19,0.02,0.11,0.015,-0.1,-0.09,-0.27,0.3,1.14,0.32,-0.27,-0.15,-0.59,-0.65,-0.49,-0.27,0.23,0.64,0.49,0.84,-0.1,-0.12,-0.15,-0.17,-0.22,-0.4,0.13,0.05,-0.15,-0.15,-0.05,-0.18,1.34,0.81,0.56,-0.19,-0.12,-1.06,-0.74,0.18,0.62,0.69,-0.07,0.15,-0.476666666666667,-0.89,-1.05,-0.67,-0.56,-0.29,0.06,0.33,0.4,0.49,0.46,0.08,0.39,0.19,-0.06,-0.49,-0.33,"G1"
"YLR457C",0.26,-0.54,-0.4,-0.29,0.1,0.05,0.58,0.51,0.22,0.14,-0.04,-0.01,-0.12,-0.39,-0.07,0.31,-0.07,-0.22,-0.41,-0.07,-0.24,-0.27,0.03,0.37,0.38,-0.08,-0.6,-0.42,-0.17,0.01,-0.06,0.18,-0.06,0.25,-0.06,0.12,0.38,-0.19,-0.42,-0.29,-0.6,0.01,0.46,0.46,0.12,0.18,0.33,0.38,1.06,0.08,-0.63,-0.18,-0.01,-0.46,-0.16,-0.13,0.56,0.47,0.08,-0.9,-0.25,-0.36,-0.11,-0.12,-0.14,-0.02,0.32,0.37,0.32,0.25,0.19,-0.35,-0.12,0.23,-0.45,-0.31,-0.18,"G1"
"YLR458W",0.29,-0.45,-0.25,0.03,0.02,0.12,0.19,0.35,-0.51,0.18,-0.14,0.19,-0.27,0.22,-0.6,0.38,-0.04,-0.09,-0.142,-0.08,0.06,-0.08,-0.16,0.24,0.19,0.53,-0.62,-0.42,0.38,-0.54,-0.24,-0.22,0.13,-0.05,0.51,0.13,0.28,0.04,-0.22,-0.35,-0.05,0.14,0.65,0.16,-0.28,-0.22,0.35,0.4,1.4,0.44,-0.56,-0.65,-0.03,-1.56,-0.56,0.157,0.9,0.53,0.61,-0.23,-0.65,-0.39,-0.03,0.27,0.36,-0.68,0.03,0.33,0.26,0,0,-0.39,-0.02,0.46,-0.22,-0.46,0.08,"G1"
"YLR462W",1.32,0.25,-0.51,0.8,-0.85,0.03,0.84,0.94,-0.25,-0.15,-0.49,-0.51,-0.28,0.19,0.7,1.01,0.26,-0.23,-0.34,-0.23,-0.49,-0.14,0.29,0.87,-0.18,-0.49,-0.54,-0.62,-0.68,0.11,-0.03,1.36,1.03,0.95,0.57,0.32,-0.37,-0.52,-1.26,-0.73,-0.62,-0.1,0.55,0.37,0.08,-0.35,-0.23,0.24,-0.09,-0.18,0.15,-0.17,0,-0.12,0.12,0.2,0.29,0.15,0.14,-0.61,-0.06875,-0.17,0.29,-1.04,-0.25,0.29,-0.16,0.06,0.36,0.13,0.13,0.02,0.23,0.18,0.02,-0.26,0.32,"G1"
"YLR464W",1.35,0.737,-0.14,0.44,-0.71,-0.29,1.25,0.85,-0.02,-0.2,-0.41,-0.49,-0.29,-0.02,0.8,0.86,0.16,-0.26,-0.21,-0.31,-0.29,-0.42,0.3,0.79,-0.15,-0.34,-0.8,-0.72,-0.6,-0.29,0.38,1.16,0.97,0.87,0.33,0.21,-0.5,-0.58,-0.4,-0.38,0.21,-0.34,-0.13,0.21,0.21,-0.4,-0.03,-0.12,0.5,0.41,-0.31,-0.15,0.11,-0.06,-0.19,-0.53,0.67,0.07,0.12,-0.41,-0.03,-0.31,-0.16,-0.95,-0.29,-0.18,0.31,0.49,0.18,0.31,0.27,-0.06,0.13,-0.24,0.01,-0.26,0.3,"G1"
"YLR467W",1.06,0.95,0.18,0.3,-0.53,-0.41,1.07,0.72,0.23,-0.25,-0.26,-0.64,-0.39,0.22,0.75,0.71,0.27,-0.25,-0.11,-0.39,-0.25,-0.49,0.41,0.88,0.06,-0.38,-0.64,-0.38,-0.97,0.12,0.17,1.41,0.69,0.92,0.27,0.14,-0.81,-0.31,-0.52,-0.49,-0.73,-0.31,-0.1,0.45,0.26,-0.13,-0.22,0.1,0.17,-0.16,0.11,-0.49,-0.59,-0.04,-0.28,1.32,0.26,0.175,-0.25,0.02,-0.17,0.13,0.07,-1.13,-0.48,-0.09,0.22,0.32,-0.05,-0.11,0.1,0.34,0.28,-0.16,0.26,0.38,0.13,"G1"
"YML020W",-0.03,-0.07,-0.38,-0.43,-0.34,-0.46,0.64,0.48,0.12,0.41,-0.29,-0.12,-0.36,-0.29,0.42,-0.07,0.06,-0.24,0.03,-0.27,0.07,0.22,0.05,0.32,0.56,0.13,-0.45,-0.14,-0.76,-0.25,-0.35,0.18,-0.12,0.52,0.28,0.48,-0.27,-0.06,0.05,-0.35,0.21,0.11,-0.43,0.22,-0.04,0.11,-0.39,0.05,0.11,0.16,0,0.11,-0.1,-0.21,0,0.09,0.73,0.28,-0.03,-0.5,-0.29,-0.247,-0.138,0.26,-0.23,0.02,0.04,0.39,-0.3,-0.04,0.14,0.19,0,-0.21,0,-0.08,-0.18,"G1"
"YML021C",0.11,0.724,-0.692,0.2,-0.447,-0.233333333333333,0.218,0.466,0.228888888888889,0.202,0.103,-0.167,-0.228,-0.091,-0.011,0.181,0.231,-0.044,0.014,-0.067,-0.083,-0.262,-0.68,-0.07,0.26,1.03,-0.04,-0.41,0.33,-0.14,0.05,-0.01,0.24,0.26,0.11,0.5,-0.05,-0.2,-0.07,-0.51,0.19,-0.49,0.29,-0.38,-0.01,-0.22,-0.41,0.11,0.71,0.72,-0.03,-0.21,-0.38,-0.29,-0.62,0.16,0.73,0.56,0.2,0.0133333333333333,-0.1,-0.52,-0.62,-0.36,-0.313,-0.089,-0.105,0.021,0.185,0.219,0.267,0.077,0.073,0.113,0.061,-0.135555555555556,-0.025,"G1"
"YML027W",2.02,2.38,-2.12,-1.47,-1.72,-0.66,1.73,1.29,0.51,0.28,0.23,-0.55,-0.97,-0.48,0.57,0.88,0.5,-0.01,0.11,-0.33,-0.44,-0.94,-1.44,2.4,1.08,0.54,-0.12,-0.41,-1.18,-1.34,-1.01,1.3,1.16,1.58,0.84,0.83,-0.19,-0.15,-0.3,-0.72,-0.83,-0.9,-0.37,-0.3,-0.12,-0.35,-0.8,0.83,1.54,0.39,-0.27,0.09,-0.51,-1.06,-1.5,0.76,1.35,0.6,0.04,0.025,-0.32,-0.93,-1.02,-1.55,-1.2,-0.52,-0.13,0.6,0.86,0.72,0.72,0.45,0.66,-0.09,-0.27,-0.44,0.2,"G1"
"YML060W",0.26,0.69,-0.86,-0.43,-0.1,-0.66,0.26,0.5,0.54,-0.01,0.17,-0.44,-0.31,-0.09,0.12,0.37,0.25,0.15,-0.04,-0.17,-0.13,-0.42,0.55,0.11,0.96,0.09,-0.14,-0.14,-0.4,-0.69,-0.14,0.4,0.2,0.59,-0.09,-0.66,0.58,0.03,0.15,-0.38,-0.22,-0.32,-0.02,-0.28,-0.11,-0.09,-0.36,0.41,1.48,0.92,0.48,0.14,-0.13,-0.43,-0.68,-0.12,0.72,0.53,0.25,-0.36,-0.295714285714286,-1.34,-1.52,-1.2,-0.349,-0.31,0.18,0.51,0.29,0.33,0.45,0.24,0.2,-0.03,-0.01,-0.62,-0.01,"G1"
"YML061C",1.2,0.39,-0.69,-0.45,0.02,-0.48,0.16,0.54,0.54,-0.03,0.14,-0.29,-0.33,-0.12,-0.1,0.04,0.32,-0.17,-0.1,-0.08,-0.1,0.02,-0.08,0.39,0.8,0.1,0.25,-0.14,-0.4,-0.34,-0.69,-0.53,0.03,1.13,0.09,0.28,0.62,-0.32,0.12,0.04,0.03,-0.28,0.62,-1.04,-0.38,-0.32,0.11,0.18,1.02,0.61,0.16,0.13,-0.21,-0.22,-0.71,-0.03,0.53,0.12,-0.06,0.228571428571429,-0.01,-0.79,-0.83,-0.36,-0.62,-0.18,-0.27,0.22,0.27,0.27,0.17,0.38,0.33,0.16,-0.02,-0.18,-0.18,"G1"
"YML100W",2.11,0.91,-0.32,0.19,-0.96,1.84,1.05,0.45,-0.27,-0.42,-0.63,-0.82,-0.49,0.14,-0.18,0.48,0.26,-0.16,0.09,-0.172,-0.06,-0.3,-1.18,-0.53,-0.65,-0.4,-0.16,-0.46,-0.3,-0.83,-0.3,-0.51,-0.4,0.29,0.54,0.64,0.74,-0.57,-0.21,-0.6,0.59,0.83,1.18,0.51,0.85,0.94,0.5,-0.2,-0.04,0.07,-0.28,-0.41,-0.75,-1.05,-0.48,0.23,0.73,0.49,0.38,0.38,-0.0657142857142857,0.38,0.57,0.59,0.47,-0.37,-0.04,-1.47,-1.24,-0.44,0.24,0.55,-0.18,-0.42,0.84,0.73,0.74,"G1"
"YML102W",1.02,0,-0.612,-0.36,-0.61,-0.1,0.21,0.38,0.07,0.05,-0.1,-0.42,-0.16,0.27,0.13,0.38,0.29,-0.02,-0.27,-0.06,-0.06,0.02,-0.06,0.58,0.56,-0.5,-0.3,-0.71,-0.5,-0.75,0.05,0.43,0.5,0.64,0.36,0.06,0.51,-0.52,-0.25,-0.5,0.2,0.26,0.71,-0.06,-0.38,-0.35,-0.4,0.29,1.47,0.79,-0.09,-0.48,-0.73,-0.79,-0.41,0.95,0.63,0.38,-0.24,0.1,-0.456,-0.56,-0.89,-1,0.14,-0.47,0.04,-0.03,0.11,0.04,0.47,0.1,0.3,-0.06,0.04,0.01,0.3,"G1"
"YML109W",1.08,-0.06,-0.81,-0.62,-0.302,-0.46,0.04,0.03,0.37,-0.02,0.36,-0.11,-0.08,-0.02,0.01,0.04,0.08,-0.22,0.12,0.03,0.04,-0.22,-0.27,0.65,0.94,0.43,0.07,0.1,-0.39,-0.23,-0.41,0.36,-0.15,0.44,0.13,0.24,0.24,0.11,-0.19,-0.33,-0.41,-0.73,0.11,-0.01,-0.13,-0.57,-0.45,-0.1,1.04,0.44,0.07,0.27,0.17,-0.33,-0.37,0.31,0.41,0.17,0.04,0.0814285714285714,-0.24,-0.67,-0.76,-0.96,0.04,-0.11,-0.15,0.25,-0.18,0.2,-0.01,0.48,0.43,-0.28,0.25,0.24,-0.2,"G1"
"YML133C",1.12,0.503,0.00499999999999999,-0.06,-0.502,-0.298,0.819,0.751,0.144,-0.228,-0.365,-0.563,-0.238,0.128888888888889,0.701111111111111,0.67,0.233,-0.245,-0.119,-0.133,-0.399,-0.301111111111111,0.28,0.59,-0.14,-0.02,-0.32,-0.63,-0.26,-0.17,0.2,0.94,0.66,0.54,0.19,0.12,-0.3,-0.81,-0.12,-0.36,0.15,-0.4,0.31,0.2,-0.17,-0.49,-0.19,-0.34,0.59,-0.15,-0.31,-0.66,-0.38,-0.43,-0.2,1.3,0.42,0.29,-0.12,0.05,-0.18,0.14,0.16,-0.981,-0.317,-0.256,0.041,0.137,0.053,0.141,0.277,0.295,0.28,-0.244,0.204,0.156,0.217,"G1"
"YMR048W",0.01,-0.32,-0.513,0.14,-1.11,0.86,0.57,0.46,-0.43,0.84,0.49,-0.72,-0.21,-0.58,0.57,-0.1,0.24,-0.14125,0.49,-0.05,-0.243333333333333,-0.9,-0.09,0.39,0.39,0.25,0.01,-0.05,0.07,-0.12,-0.16,0.16,-0.14,0.21,-0.17,0.07,0.18,-0.21,-0.19,-0.43,0.12,0.32,-0.41,-0.12,-0.1,0.01,0.46,-0.05,1.86,0.36,-1.03,-0.93,-0.6,-1.25,-0.6,0.27,0.74,0.89,0.62,0.26,-0.48,-0.35,-0.19,-0.38,-0.4,-0.13,-0.11,0.04,0.23,0.16,0.11,0.02,0.1,0.27,-0.2,-0.145,0.31,"G1"
"YMR076C",0.31,0.38,-1.36,-1.47,-0.2,-0.11,0.28,0.44,0.5,0.06,0,-0.1,-0.36,-0.32,0.41,-0.07,-0.09,-0.18,0.22,-0.07,-0.3,-0.41,-0.45,-0.13,-0.03,-0.29,0.29,-0.59,0.38,1.01,0.33,0.7,0.02,0.42,0.07,-0.18,0.94,-0.96,-0.11,-0.23,0.3,0.04,0.346666666666667,-0.99,-0.03,-0.63,-1.08,-0.16,1.3,0.99,0.43,0.05,-0.34,-0.72,-1.24,0.72,0.92,0.8,0.235,0.06,-0.24,-0.66,-0.83,-0.45,-0.38,-0.08,-0.01,0.24,0.17,0.45,0.11,0.02,0.07,-0.1,0.2,-0.04,-0.19,"G1"
"YMR078C",-0.92,1.12,-1.03,-0.79,-0.96,-0.52,0.38,0.65,0.32,0.19,0.05,-0.13,-0.31,-0.44,0.34,0.57,0.38,0.05,0.29,0.25,-0.75,-0.35,-0.41,0,-0.55,-0.04,0.06,-0.72,0.04,-0.158333333333333,0.34,-0.63,0.31,0.573333333333333,0.32,-0.14,0.76,-1,0.306666666666667,-0.18,1.12,0.84,1.2,-1,0.04,-0.36,-0.52,0.28,0.99,0.69,0.02,-0.13,-0.42,-0.76,-0.57,0.37,0.66,0.76,0.33,0.0128571428571429,-0.43,-0.57,-0.7,-1.5,-0.73,-0.28,0.12,0.51,0.79,1.02,0.73,0.09,0.1,0.1,-0.37,-0.35,-0.25,"G1"
"YMR179W",0.93,1.01,-0.64,-0.45,-1.3,0.07,0.98,1.12,0.13,0.19,-0.58,-0.63,-0.9,0.09,0.54,1.44,0.42,0.04,-0.4,-0.47,-0.12,-0.61,-0.54,1.56,0.45,-0.28,-1.04,-1.49,-0.37,-0.6,-0.6,0.85,0.41,0.98,0.43,1.71,-0.3,-0.15,-0.72,-0.27,-0.02,0.13,0.49,-0.07,-0.25,-0.34,-0.67,0.4,1.44,0.24,-1.26,0.03,-0.24,-0.77,-0.73,0.88,1.62,0.7,-0.01,-0.29,-0.28,-0.85,-0.5,-0.91,-0.71,0.51,0.01,0.4,0.56,0.34,0.45,-0.11,0.39,0.34,-0.3,-1.07,0.09,"G1"
"YMR199W",1.17,0.65,-2,-1.32,-1.56,-0.93,1.29,0.996,0.94,0.48,0.07,-0.54,-1.11,-0.77,0.66,1.14,0.99,0.3,0.35,-0.02,-0.41,-0.88,-1.34,1.21,0.83,0.17,0.01,-0.59,-0.93,-1.31,-1.19,0.2,1.08,0.99,0.93,0.86,0.23,-0.5,2.22,-0.45,-0.58,-0.58,-0.28,-0.39,-0.31,-0.29,-0.46125,0.21,0.57,0.53,0.14,0.16,-0.34,-0.66,-1.49,0.35,1.05,0.62,0.326666666666667,0.25,-0.23,-0.56,-0.59,-0.51,-2.07,-0.96,-0.29,0.23,0.65,0.48,0.54,0.59,0.53,0.24,0.27,-0.03,0.3,"G1"
"YMR305C",0.54,1.01,-1.56,-1.84,1.9,0.82,0.95,0.66,0.86,-0.01,0.11,-0.92,-1.2,-1.7,-0.61,-0.01,0.72,0.45,0.69,-0.47,-0.6,-1.64,-0.4675,0.305,0.89,0.70875,1.49,0.035,-0.24,-0.52125,-0.73,0.154444444444444,0.65,0.66875,1.6,0.467777777777778,0.82,-0.09625,0.43,-0.53875,-0.28,-1.6,-0.25,-1.22,-0.0688888888888889,-0.66,-0.73,0.28,0.46,0.52,0.47,-0.16,-0.19,-0.68,-0.52,-0.08,0.56,0.32,0.46,0.165714285714286,-0.07,-0.3,-0.34,-1.97,-2.06,-0.97,-0.39,0.93,0.82,1.13,1.18,0.6,0.58,0.33,0.19,-0.48,0.11,"G1"
"YMR307W",1.02,1.8,-0.56,-1.12,-1.12,-1.64,-0.41,-0.1,0.44,0.36,0.44,0.15,0.01,-0.64,0.01,0.23,0.54,0.8,0.9,0.88,-0.25,-0.6,-0.27,-0.06,0.36,0.47,0.72,0.08,0.03,-0.59,-0.08,-0.09,0.38,0.68,0.96,0.46,0.34,-0.12,0.34,-0.08,-0.02,-1.37,-0.76,-0.5,-0.44,-0.44,-0.758,-0.523,0.309,0.39,0.36,0.148,-0.058,-0.131,-0.241,-0.156666666666667,0.159,0.33875,0.447777777777778,0.166,-0.138,0.062,-0.19,-2.75,-1.81,-0.84,0.14,0.85,0.82,1.04,0.96,0.42,0.56,0.62,0.37,-0.29,-0.09,"G1"
