row.names	cln3.1	cln3.2	clb2.2	clb2.1	alpha0	alpha7	alpha14	alpha21	alpha28	alpha35	alpha42	alpha49	alpha56	alpha63	alpha70	alpha77	alpha84	alpha91	alpha98	alpha105	alpha112	alpha119	cdc15.10	cdc15.30	cdc15.50	cdc15.70	cdc15.80	cdc15.90	cdc15.100	cdc15.110	cdc15.120	cdc15.130	cdc15.140	cdc15.150	cdc15.160	cdc15.170	cdc15.180	cdc15.190	cdc15.200	cdc15.210	cdc15.220	cdc15.230	cdc15.240	cdc15.250	cdc15.270	cdc15.290	cdc28.0	cdc28.10	cdc28.20	cdc28.30	cdc28.40	cdc28.50	cdc28.60	cdc28.70	cdc28.80	cdc28.90	cdc28.100	cdc28.110	cdc28.120	cdc28.130	cdc28.140	cdc28.150	cdc28.160	elu0	elu30	elu60	elu90	elu120	elu150	elu180	elu210	elu240	elu270	elu300	elu330	elu360	elu390	peak
YHL050C	1.41	1.16	0.11	-0.27	-0.46	-0.17	0.71	0.73	0.1	-0.22	-0.46	-0.62	-0.17	0.08	0.49	0.78	0.29	-0.09	-0.27	0.02	-0.68	-0.07	0.53	0.55	0.07	0.03	-0.44	-0.18	-0.64	0.25	0.2	0.84	0.7	0.53	0.21	0.22	-0.82	-0.06	-0.79	-0.42	-0.46	-0.16	-0.32	0.27	0.04	-0.13	-0.14	-0.17	0.52	0.05	-0.45	-0.48	-0.07	-0.17	0.23	-0.21	0.65	0.47	0.42	-0.17	-0.08	-0.41	-0.01	-1.28	-0.21	-0.13	0.22	-0.08	0.23	0.35	0.08	0.01	0.37	-0.18	0.15	0.16	0.3	G1
YHR067W	-0.07	-0.49	-0.22	-0.27	0.14	0.05	0.44	0.3	0.05	-0.09	0.22	0.08	0.03	-0.14	-0.14	-0.11	0.16	-0.2	-0.3	-0.22	-0.14	-0.12	0.36	0.5	0.16	-0.19	-0.08	-0.39	-0.28	-0.15	-0.08	0.6	-0.1	0.39	-0.44	-0.28	-0.1	-0.19	0	-0.32	-0.1	-0.04	0.33	0.17	0.03	0.21	0.87	0.12	-0.14	-0.5	-0.8	-0.3	-0.78	-0.6	0.01	-0.23	0.41	0.51	0.57	0.37	0.01	0.05	0.44	0.06	0.37	-1.59	0.08	0.15	-0.74	0.06	0.06	0.24	0.02	0.44	0.23	0.28	0.34	G1
YHR106W	0.23	-0.25	0.14	0.06	0.09	-0.24	0.1	NA	0.1	-0.14	0.17	-0.15	-0.17	-0.22	-0.05	0	0.29	0.09	0.33	0.07	0.01	-0.28	0.05	0.18	0.2	-0.09	-0.25	-1.38	-0.41	-0.15	-0.41	0.11	-0.17	1.21	0.05	0.09	0.18	0	0.04	-0.15	0.26	-0.06	0.09	0.22	0.18	0.2	0.8	0.35	0.09	-0.15	-0.2	0.13	-0.33	-0.26	0	-0.02	0.17	0.3	-0.04	-0.07	-0.2	-0.31	-0.26	-0.09	-0.04	-0.14	-0.26	-0.1	0	-0.07	0.09	0.22	-0.01	-0.14	0.2	0.25	0.09	G1
YHR110W	0.46	0.37	-0.62	-0.42	-0.45	-0.15	0.53	0.81	0.48	0.3	0.25	-0.23	-0.67	-0.51	-0.23	0.17	0.52	0.13	0.19	-0.32	-0.04	-0.79	-0.14	0.32	0.85	-0.02	-0.19	-0.57	-0.93	-1.02	-0.91	0.48	0.36	0.88	0.44	0.88	-0.36	0.15	-0.47	-0.41	-0.24	-0.25	-0.49	0.56	0.45	0.64	0.18	-0.05	0.71	0.74	-0.47	-0.23	-0.87	-1.38	-0.34	0.47	0.95	0.8	0.08	0.17	NA	-0.37	-0.38	0.04	-0.19	-0.16	-0.23	0.19	0.2	0.46	0.27	-0.08	-0.34	0.01	0.14	-0.18	-0.13	G1
YHR113W	-0.29	-0.09	-0.64	0.32	0.34	0.24	0.55	0.65	0.13	-0.04	NA	-0.32	-0.38	-0.32	-0.13	0.18	0.21	-0.29	-0.19	-0.45	0.05	-0.23	0.35	0.29	0.03	NA	-0.34	-0.54	-0.14	NA	0.1	0.11	-0.04	0.23	0.41	0.3	-0.72	NA	-0.18	NA	-0.46	-0.79	0.02	0.32	0.56	0.49	0.44	0.3	0.06	-0.02	-1.26	-0.6	-0.21	-0.5	0.21	0.37	0.73	0.5	0.4	-0.26	0.24	-0.11	-0.28	0.55	-0.09	0.03	-0.1	-0.17	-0.21	-0.61	0.08	0.16	-0.15	0.01	0.15	0.15	0.21	G1
YHR123W	-0.04	-0.09	-0.45	-0.17	-0.21	0.24	-0.1	0.31	0.11	0.16	-0.04	-0.43	-0.17	0.21	0.14	0.05	0.45	0.05	-0.02	-0.1	-0.35	-0.3	-0.49	0.17	0.17	-0.04	0.17	-0.56	0.06	-0.47	0.52	0.04	0.54	0.32	0.7	0.04	1.37	-0.49	0.19	-0.54	-0.05	-0.45	0.39	-0.54	-0.58	-0.47	0.53	0.05	0.47	0.21	-0.26	-0.33	-0.27	-0.59	0.05	0	0.67	0.52	-0.22	-0.28	-0.09	-0.22	-0.26	-1.07	0.09	0.21	-0.48	-0.02	-0.02	0.06	0.32	0.08	0.24	0.31	0.09	-0.02	0.2	G1
YHR127W	0.86	0.6	-0.34	-0.04	-0.83	0.35	-0.25	0.26	0.14	0.3	-0.35	-0.12	-0.17	0.29	0.14	0.34	0.31	-0.16	0.16	0.11	-0.27	-0.25	0.21	0.21	0.59	0.1	1.01	-0.51	-0.34	-0.28	-0.3	0.1	0.17	0.49	0.21	0.44	-0.54	-0.32	-0.56	-0.1	-0.95	0.18	-0.3	0.34	-0.05	0.2	-0.6	-0.49	0.62	0.52	0.2	-0.08	-0.15	-0.07	-0.18	0.18	0.6	0.22	-0.01	-0.2	NA	-0.3	-0.25	-0.41	-0.43	0.36	-0.45	0	0.35	0.37	0.27	0.12	0.01	0.27	-0.09	-0.2	-0.15	G1
YHR143W	-0.45	-0.14	0.18	-0.27	1.09	0.16	0.16	-0.73	-0.26	-0.95	-1.03	-1.03	-1.42	-1.31	0.55	1.24	1.31	0.88	0.99	0.83	0.13	-0.6	-2.38	0.86	1.19	-1.19	-0.98	-0.36	-1.54	-2.1	-1.67	0.82	2.02	2.13	1.99	0.87	0.4	-0.52	-0.57	-0.94	-0.8	-1.14	0.55	1.01	1.12	1.23	-0.39	0.6	-0.42	-0.87	-0.7	-0.21	-0.44	-0.83	-1.15	0.25	1.34	1.27	1.17	0.47	NA	-0.03	-0.07	0.7	0.54	-0.46	-0.86	-0.53	-1.18	-1.13	-1.23	-0.63	-0.21	0.6	0.85	1.64	1.91	G1
YHR149C	-0.01	0.77	-0.74	-0.51	-0.85	-0.7	0.81	0.7	0.58	-0.05	-0.3	-0.47	-0.24	-0.24	0.88	0.6	0.33	-0.06	-0.01	0.08	-0.57	-0.49	0.37	0.72	0.18	0.28	-0.1	-0.32	-0.29	0.01	-0.05	0.4	0.27	0.41	0.29	0.43	-0.23	0.12	-0.29	-0.48	-0.2	0.05	-0.57	-0.08	-0.38	-0.53	-0.69	0.08	0.66	0.36	0.04	0.07	0.17	0.27	0.11	0.06	0.26	-0.01	0.13	-0.29	NA	-0.58	-0.63	-1.65	-0.9	-0.78	0.35	0.87	0.8	0.8	0.5	0.02	0.41	0.02	-0.25	-0.33	0.14	G1
YHR153C	1.17	0.06	-0.17	-0.17	-0.3	NA	0.59	0.51	0.21	0.11	0.02	-0.12	-0.33	-0.14	0.03	0.24	0.16	-0.09	-0.38	-0.09	-0.06	-0.35	0.03	0.53	0.53	-0.22	-0.07	0.47	-0.26	-0.38	-0.38	-0.15	0.31	0.62	0.29	0.03	0.45	-0.38	NA	-0.52	0.01	-0.26	0.46	-0.43	-0.28	-0.38	-1.3	-0.2	1.65	0.78	-0.78	-0.2	-0.65	-1.52	-0.86	0.54	1.55	1.74	0.73	0.06	-0.11	-0.86	-0.58	-0.14	-0.48	0.08	-0.02	0.54	0.36	0.55	-0.02	0.08	-0.21	0.15	-0.3	-0.35	-0.25	G1
YHR154W	0.31	1.88	-1.56	-0.69	0.22	NA	0.12	-0.11	0.12	0.05	0.11	0.12	0.05	0.22	-0.19	-0.38	0.2	-0.19	-0.14	-0.13	-0.03	-0.01	-0.3	-0.01	0.1	0.52	NA	-0.3	NA	-0.28	NA	-0.19	0.41	NA	0.86	0.68	NA	-0.09	NA	-0.23	NA	NA	NA	-0.47	-0.3	-0.42	-0.89	-0.2	1.26	0.42	-0.16	0.01	-0.54	-1.16	-0.68	-0.18	0.78	0.94	0.51	0.09	-0.2	NA	NA	0.27	-0.12	0	0.31	-0.12	-0.34	-0.14	0.05	0.32	0.11	0.14	-0.21	NA	-0.27	G1
YHR159W	0.97	-0.76	-0.69	-0.27	-0.31	-0.19	0.64	0.32	0.19	-0.11	0.27	-0.23	-0.4	-0.04	0.16	0.22	-0.07	0.12	-0.1	-0.28	-0.24	0.06	-0.36	0.32	0.23	-0.11	-0.24	-0.39	0	-0.43	-0.26	0.39	0.05	0.27	-0.02	0.14	0.27	-0.18	-0.28	-0.34	-0.13	0	0.6	0.05	0.24	0.2	0.61	-0.58	0.39	0.28	-0.13	-0.23	-0.23	-0.79	-0.45	0.48	0.89	0.58	0.25	0.32	-0.28	-0.52	-0.58	0.57	0.01	-0.01	-0.01	0.26	-0.28	-0.01	0.1	-0.2	-0.31	-0.15	0.02	-0.09	0.11	G1
YHR172W	0.01	-0.06	-0.15	0.32	NA	-0.07	-0.27	NA	NA	0.41	-0.1	-0.25	-0.12	0.19	-0.1	NA	0.37	NA	0.09	0.17	-0.1	-0.2	-0.09	0.03	-0.02	0.52	0.48	-0.17	0.3	-0.43	-0.43	-0.45	0.47	0.16	0.69	0.3	0.82	-1.08	0.52	-1.15	0.31	0.64	0.83	-0.45	-0.43	-1.36	-0.36	0.18	0.86	0.88	0.53	0.72	0.21	-0.5	-0.55	-0.47	-0.11	-0.01	0.46	0.28	-0.39	-0.58	-1.15	-0.2	-0.62	0.04	0.08	0.1	0.37	0.36	0.6	0.28	0.01	-0.02	0.13	-0.9	-0.22	G1
YHR173C	0.58	0.57	-0.17	-0.42	-1.34	-0.38	NA	0.73	0.34	0.75	0.16	0.15	-0.22	-0.46	-0.49	0.19	0.11	0.32	0.14	0.22	-0.19	-0.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.9	-0.26	0.51	0.88	0.64	0.69	-0.11	-0.58	-0.16	-0.34	0.22	0.16	-0.18	0.33	0.43	-0.26	-1.07	-0.52	-0.68	-0.55	-0.28	-0.13	0.43	0.55	0.5	0.38	0.31	0.48	0.01	-0.18	-0.3	G1
YHR218W	1.14	0.82	0.11	0.51	-0.81	-0.08	0.91	0.79	-0.1	-0.05	-0.67	-0.69	-0.2	0.37	0.76	0.96	0.16	-0.25	-0.26	-0.08	-0.71	-0.04	0.23	0.74	-0.22	-0.61	-0.76	-0.68	-0.73	-0.01	0.18	1.22	1	0.86	0.49	0.23	-0.32	-0.51	-0.97	-0.63	-0.32	0.08	0.58	0.44	0.02	-0.3	-0.04	-0.21	0.56	-0.07	-0.29	-0.21	-0.02	-0.2	0.23	-0.29	0.51	0.48	0.5	NA	-0.33	-0.65	0.05	-1.43	0.25	-0.28	-0.23	0.06	0.35	0.12	0.36	0.1	0.31	-0.03	0.12	-0.04	0.33	G1
YIL025C	0.24	-0.84	0.07	0.06	-0.29	0.3	0.04	0.36	NA	0.27	-0.15	-0.04	-0.17	0.15	-0.37	0.14	-0.02	-0.13	NA	-0.13	0.04	0	-0.84	0.36	-0.02	-0.75	0.36	-0.22	0.45	-0.46	0.63	-0.35	0.39	NA	0.65	-0.39	0.61	-0.16	NA	-0.31	0.84	0.45	NA	-0.33	-0.54	-0.37	-0.99	-0.63	2.94	2.11	0.45	-0.1	0.2	-1.22	-1.48	-0.22	0.11	0.59	0.01	0.01	-0.34	-0.8	-0.63	0.22	0	0.42	-0.37	0.3	0.19	0.17	-0.12	-0.23	-0.33	0.41	-0.19	-0.31	-0.15	G1
YIL026C	0.31	0.18	-0.12	-0.54	-0.29	0.84	0.09	0.32	0.05	-0.08	-0.25	-0.29	-0.11	-0.17	0.34	0.17	0.2	-0.17	0.11	0.07	-0.51	-0.32	-0.1	0.34	0.49	0.1	-0.96	-0.26	-0.69	-0.37	-0.22	0.18	0.14	0.21	0.58	0.39	0.14	-0.2	0.14	-0.24	0.44	0.04	-0.3	0.15	-0.03	0.02	-0.14	0.22	1.36	0.63	0.3	0.32	-0.52	-0.99	-0.97	0.1	0.67	0.63	0.29	0.02	NA	-1.17	-0.76	-0.29	0.26	0.06	-0.04	0.01	0.25	0.18	-0.11	-0.08	0.06	-0.17	0.08	0.08	-0.29	G1
YIL066C	1.58	1.14	-1.03	-0.67	-1.09	NA	0.82	1.05	0.9	NA	-0.21	-0.55	-0.68	-0.84	0.4	0.9	0.75	0.18	0.23	-0.07	-1.12	-0.66	-0.84	1.24	1.03	-0.56	-1.47	-1.14	-2.42	-1.21	-1.34	0.89	1.37	1.32	1.65	0.92	0.52	0	-0.01	-0.4	-0.08	0.07	-0.1	0.29	0.13	0.15	0.69	0.12	0.16	0.26	0.12	0.49	-0.01	-0.19	-0.01	-0.04	0.01	0.1	-0.21	-0.35	-0.11	-0.48	-0.54	-1.19	-0.72	-0.46	0.1	0.41	0.76	0.63	0.42	0.21	0.56	0.16	-0.27	-0.46	-0.13	G1
YIL076W	0.11	0.08	-0.45	-0.89	0.13	-0.09	0.17	0.1	0.1	0.22	-0.03	0.14	0.14	-0.58	0.21	-0.18	0.03	-0.13	0.09	0.25	-0.28	-0.3	0.15	0.29	0.53	0.04	-0.45	-0.43	-0.72	-0.41	-0.7	-0.02	-0.18	0.21	0.03	0.55	-0.02	-0.04	-0.13	-0.06	-0.18	0.24	-0.17	0.46	0.28	0.75	-0.08	-0.25	0.28	0.19	-0.03	-0.02	-0.11	-0.37	-0.37	0.03	0	-0.01	0.12	0.16	NA	0.15	0.32	0.62	-0.36	-0.22	-0.14	0.04	0.14	0.17	0.22	0.08	-0.25	0.11	-0.05	-0.16	-0.2	G1
YIL104C	-0.15	-0.25	-0.25	0.19	0.43	-0.48	-0.17	-0.32	0.09	-0.84	-0.01	-0.56	-0.14	-0.45	0.07	0.33	0.93	0.14	0.59	0.2	0.37	-0.17	-0.12	0.64	0.23	-0.25	-0.47	0.01	-0.45	0.14	-0.38	0.09	0.49	0.78	0.61	0.31	-0.7	-0.13	-0.47	-0.17	-1.01	-0.98	0.02	0.58	0.49	0.74	0.06	0.5	0.12	0.15	-0.01	0.39	0.21	0.48	0.49	-0.08	-0.39	-0.28	-0.32	-0.23	NA	-0.38	-0.7	0.87	0.04	-0.44	-0.54	-0.39	-0.54	-0.89	-0.49	-0.19	0.07	-0.07	0.51	1.03	1.03	G1
YIL132C	0.5	-0.76	NA	-0.01	-0.28	-0.28	0.1	0.34	0.42	0.34	0.13	-0.33	-0.24	-0.06	-0.3	-0.04	0.43	-0.2	0.13	-0.12	0.11	-0.14	-0.3	0.43	0.76	0.14	-0.41	-0.13	NA	-0.68	-0.59	-0.09	0	0.43	0.23	NA	0.3	-0.16	0.53	-0.28	-0.04	0.08	0.12	-0.2	-0.13	0	-0.06	0.73	1.06	0.61	-0.06	0.01	-0.51	-0.77	-0.13	-0.42	0.54	0.17	0.08	0.26	-0.06	-0.61	-0.83	-0.17	-0.26	-0.12	-0.21	0.29	0.17	0.48	0.48	-0.21	-0.17	0.32	-0.33	-0.21	-0.04	G1
YIL140W	1.61	2.79	-2.74	-2.12	-0.94	-0.54	NA	1.23	0.75	0.32	-0.35	-0.69	-0.6	-0.54	0.04	1.2	0.78	0.13	0.17	-0.02	-0.11	-0.83	-1.86	0.83	1.77	0.31	0.18	-1.04	-0.81	-1.56	-0.86	0.26	1.67	1.59	1.66	0.9	0.69	-0.43	-0.3	-0.86	-0.78	-0.73	0.49	-0.14	-0.1	-0.86	-0.36	-0.47	1.46	1.21	0.43	0.13	-0.67	-1.12	-1.37	-0.38	0.7	0.99	0.76	0.07	NA	-0.68	-0.7	-1.38	-1.18	1.05	-0.43	0.08	0.52	0.56	0.71	0.01	0.57	0.08	-0.2	-0.4	0.01	G1
YIL141W	0.7	-0.74	-1.36	-0.79	-0.32	NA	0.65	1.27	0.47	0.24	-0.3	-0.52	-0.75	-0.57	-0.05	0.69	0.57	0.25	-0.02	-0.09	-0.78	-0.72	-0.68	0.73	1.29	0.16	0.53	-0.82	-0.42	-1.34	-0.47	0.01	1.09	0.97	1.35	0.51	0.66	-0.5	-0.36	-0.72	-0.12	-0.75	0.21	-0.44	-0.42	-0.47	1.64	0.14	1.5	1.66	0.2	-0.13	-0.92	-0.57	-0.57	NA	-0.47	0.53	0.75	0.08	-2.06	-1.57	-0.21	-0.83	-1.25	-0.56	-0.36	0.35	0.69	0.82	0.52	0.25	0.42	0.65	-0.1	-0.8	0.19	G1
YIL177C	1.08	0.87	-0.03	0.06	-0.34	-0.27	0.75	0.57	0.3	-0.38	-0.16	-0.54	-0.28	NA	0.48	0.66	0.42	-0.27	-0.16	-0.3	-0.3	-0.18	0.33	0.82	0.08	-0.33	-0.74	-0.31	-0.8	0.08	-0.42	1.29	0.76	0.88	0.29	0.26	-0.61	-0.44	-0.61	-0.31	-0.56	-0.18	-0.1	0.59	0.17	-0.12	-0.38	-0.26	0.29	-0.14	-0.26	-0.11	-0.31	-0.42	-0.05	0.81	0.55	0.5	0.45	-0.25	0.03	-0.35	-0.09	-0.78	-0.33	-0.24	-0.41	0.21	-0.2	0.26	0.13	0.44	0.25	-0.18	0.38	0.43	0.03	G1
YJL015C	0.03	-0.56	-0.56	0.18	-0.1	0.61	0.67	1.02	-0.01	0.21	-0.38	-0.24	-0.42	0.04	-0.34	0.07	-0.01	-0.1	-0.21	-0.22	-0.32	-0.3	0.95	0.47	0.11	0.04	-0.02	-0.27	-0.1	-0.12	0.44	-0.08	-0.01	-0.13	0.08	0.11	0.23	-0.38	-0.41	-0.3	0.16	-0.3	0.57	-0.35	-0.27	-0.43	0.5	0.14	0.52	-0.33	-0.57	0.17	-0.72	-0.55	-0.02	-0.29	0.33	0.05	0.09	0.32	0.06	-0.16	0.46	0.31	0.31	1.24	-0.08	0.04	-0.03	-0.13	-0.29	-0.33	-0.33	0.02	-0.29	-0.37	-0.08	G1
YJL018W	0.86	0.04	-0.29	-0.64	-0.76	-0.31	0.2	0.77	0.21	0.3	-0.28	0	-0.26	-0.31	0.32	0.31	0.19	0.1	-0.04	0.2	-0.31	-0.35	0.04	0.1	0.39	0.13	0.36	-0.32	-0.16	-0.39	0.23	-0.12	0.55	0.3	0.63	0.52	0.47	-0.14	-0.04	-0.2	-0.02	-0.32	-0.67	-0.37	-0.45	-0.53	-0.01	-0.33	0.99	0.47	0.09	-0.05	-0.23	-0.85	-0.29	-0.13	0.43	0.4	0.46	0.13	-0.6	-0.25	-0.23	-0.63	-0.3	-0.12	-0.03	0.11	0.26	0.41	0.38	-0.05	0.03	0.17	-0.1	0.03	-0.15	G1
YJL019W	0.9	0.61	-0.32	-0.03	-1.25	-0.33	0.11	0.71	0.18	0.42	-0.27	0.02	-0.43	0.22	0.05	0.54	0.22	0.11	-0.05	0.1	-0.18	-0.17	-0.11	0.12	0.43	0.32	0.09	-0.19	-0.25	-0.67	-0.07	0.14	0.32	0.46	0.52	0.7	0.5	0	-0.23	-0.45	-0.05	-0.56	0.26	-0.32	-0.41	-0.56	0	-0.31	0.87	0.69	0.11	0.4	-0.03	-0.44	-0.4	-0.25	0.16	0.29	0.69	0	-0.44	-0.65	-0.69	-0.51	-0.09	-0.36	-0.24	0.4	0.34	0.31	0.23	-0.02	0.05	0.35	-0.18	-0.31	0.02	G1
YJL072C	-0.07	0.31	-0.69	-0.17	-0.3	NA	0.24	0.65	-0.05	0.33	-0.22	-0.05	-0.19	-0.04	-0.05	0.23	0.07	-0.02	-0.3	-0.04	-0.14	-0.12	-0.17	0.13	0.35	0	-0.15	-0.15	-0.56	-0.19	-0.56	0.24	0	0.52	0.31	0.21	0.31	-0.25	-0.27	-0.01	-0.15	-0.06	0.21	0.15	-0.01	0.15	-0.05	-0.18	0.5	0.17	-0.09	0.23	-0.26	-0.4	-0.03	-0.21	0.18	0.37	0.2	0.04	NA	-0.22	-0.25	-0.19	-0.17	0.19	0.05	0.24	0.27	-0.1	-0.01	-0.33	-0.05	0.24	-0.04	-0.13	0.02	G1
YJL073W	0.16	0.63	-0.71	-0.79	0.04	-0.13	0.84	1.03	0.32	0.07	-0.1	-0.35	-0.41	-0.17	-0.12	0.31	0.09	-0.13	-0.24	-0.31	-0.49	-0.24	-0.26	0.28	0.32	-0.05	-0.31	-0.16	-0.45	-0.16	-0.09	0.28	-0.05	0.38	0.1	0.37	-0.07	-0.16	-0.24	-0.19	-0.05	0.15	-0.01	0.1	0.14	0.14	0.85	-0.17	0.45	0.46	-0.25	-0.06	-0.15	-0.14	-0.58	0.06	0.26	-0.04	0.29	-0.11	-0.88	NA	NA	-1.25	-0.55	0.07	-0.14	0.48	0.3	0.52	0.4	0.11	0.26	0.26	-0.08	-0.48	0.11	G1
YJL074C	0.71	0.71	-1.36	-0.32	-0.66	-0.98	0.55	1.15	0.97	0.12	-0.07	-0.7	-0.68	-0.22	0.21	0.72	0.71	-0.09	-0.19	-0.37	-0.35	-0.12	-0.44	0.54	0.61	-0.54	-0.84	-0.33	-0.13	-0.67	-0.59	0.26	0.49	0.41	0.43	0.81	0.26	0.01	-0.39	-0.27	-0.06	0.11	0.08	0.22	0.05	-0.04	-0.68	0.02	1.16	0.6	-0.32	-0.03	-0.85	-0.85	-0.32	0.26	1.22	1.26	0.52	-0.14	-0.12	-1.12	-0.62	-1.04	-0.72	-0.28	-0.17	0.45	0.73	0.6	0.36	0.18	0.22	0.28	-0.17	-0.6	0.15	G1
YJL078C	0.11	NA	NA	-0.04	-0.04	-0.2	-0.43	-0.76	-0.58	-0.2	-0.53	-0.83	-0.76	-0.04	0.5	1.34	1.21	0.47	0.71	0.42	NA	-0.29	-0.73	1.28	0.25	-0.92	-0.96	-0.45	-0.77	-0.31	-0.54	1.08	1.51	1.37	1.42	0.75	-0.29	-0.36	-1.19	-0.51	-1.09	-1.29	0.19	0.4	0.7	0.46	-0.2	0.09	-0.49	-0.16	-0.18	-0.03	-0.51	-0.65	-0.31	0.68	1.11	0.79	0.78	-0.03	-0.34	-0.4	-0.14	-0.34	-0.03	-0.28	-0.38	-0.11	-0.14	-0.33	-0.21	-0.01	-0.06	-0.14	0.41	0.67	0.92	G1
YJL091C	0.03	0.31	-0.6	0.37	-0.61	-0.1	0.03	0.6	0.43	0.22	0.09	-0.29	-0.14	-0.45	-0.02	0.14	0.51	0.03	0.11	0.11	-0.51	-0.14	-0.5	-0.14	0.35	-0.05	0.29	-0.39	0.56	-0.05	0.05	-0.65	0.03	0.21	0.7	0.26	0.71	-0.07	0.05	-0.02	-0.14	-0.71	0.42	-0.63	0.26	-0.53	0.83	-0.11	0.66	0.62	-0.08	-0.02	-0.22	-0.52	-0.05	-1.32	-0.82	0.54	0.41	0.22	-0.13	NA	NA	-0.59	-0.48	-0.34	-0.34	-0.01	0.15	0.35	0.13	0.29	0.31	0.29	0.38	-0.23	0.07	G1
YJL115W	0.25	0.55	-0.58	-0.67	-0.44	0.37	0.5	1.32	0.46	0.18	-0.57	-0.53	-0.17	-0.06	0.23	0.46	0.24	-0.22	-0.44	-0.25	-0.53	-0.55	0.39	1.24	1.14	-0.31	-0.64	-1.15	-0.55	-1.03	-0.36	0.89	0.67	1.25	0.13	0.82	-0.2	-0.39	-0.77	-0.95	-0.91	-0.31	-0.55	0.79	0.49	0.31	0.23	0.59	1.9	1.32	-0.19	-0.34	-0.87	-1.31	-0.13	-1.53	-1.53	1.23	1	0.29	NA	-0.6	-0.05	-0.66	-0.39	0.05	0.24	0.39	0.51	0.18	0.09	-0.11	0.05	-0.01	-0.22	-0.17	0.07	G1
YJL173C	0.48	1.17	-0.18	-0.79	-0.56	-0.56	-0.04	0.34	0.58	0.31	0.52	0.14	-0.23	-0.47	-0.11	-0.13	0.4	-0.14	0.42	-0.21	0.34	-0.59	0.1	0.11	0.73	0.64	0.26	0.06	-0.55	-0.62	-0.7	0.22	-0.18	0.84	0.33	0.6	-0.14	0.12	-0.07	-0.12	-0.79	-0.89	-0.64	0.11	0.16	0.44	-0.64	-0.42	0.58	0.66	0.52	-0.02	-0.42	-0.68	-0.44	0.49	0.29	0.51	NA	0.23	-0.12	-0.22	-0.32	-0.34	-0.09	-0.38	0.01	0.04	0.28	0.24	0.37	0.06	-0.21	0.14	0.04	-0.13	-0.05	G1
YJL181W	-0.42	0.36	-0.54	-0.06	-0.35	-0.04	0.65	0.34	0.16	-0.16	-0.04	-0.26	-0.41	-0.08	0.28	0.46	0.36	-0.24	-0.14	-0.1	-0.14	-0.32	0.13	0.75	0.27	-0.12	-0.48	-0.7	-0.61	-0.54	-0.32	0.41	0.47	0.77	0.06	0.09	0.12	-0.57	0.17	-0.59	-0.09	-0.18	0.46	0.2	0.1	0.2	-0.81	0.09	0.92	0.27	-0.16	-0.05	-0.61	-0.73	-0.53	0.4	1.17	0.58	-0.01	0.27	NA	-0.58	-0.24	-0.24	-0.38	NA	0.2	0.23	0.29	0.21	0.16	-0.07	-0.22	-0.17	0.1	0.08	-0.2	G1
YJL187C	1.5	1.48	-0.92	-0.86	-0.89	-0.59	0.01	0.56	0.44	-0.06	-0.14	-0.19	-0.4	-0.68	0.28	0.65	0.63	0.26	0.34	0.2	NA	-0.44	-0.74	0.72	1.08	0.01	0.06	-0.31	-0.44	-0.07	-0.24	0.11	0.22	0.35	0.52	0.48	0.26	-0.71	0.08	-0.16	-0.18	-0.28	-0.12	-0.35	-0.01	-0.26	-1.04	-0.28	1.22	1.05	0.56	0.05	-0.48	-0.74	-0.88	0.28	0.86	0.81	0.41	-0.05	NA	-0.78	-0.99	-0.51	-0.4	-0.29	-0.12	0.15	0.47	0.48	0.35	-0.01	0.05	0.15	0.14	-0.31	-0.14	G1
YJL217W	0.48	NA	-0.74	-0.6	-0.5	-0.28	-0.2	-0.01	-0.08	-0.02	-0.63	-0.4	-0.42	-0.46	0.69	0.42	0.71	0.44	0.72	0.42	0.07	-0.46	0.35	0.35	0.17	-0.17	-0.13	-0.8	-1.07	-0.85	-0.58	0.26	0.16	0.5	0.31	0.14	0.17	-0.47	0.22	-0.31	-0.33	0.34	0.54	0.37	0.29	0.54	0.57	0.73	0.53	-0.08	-0.13	-0.29	-0.73	-0.48	-0.12	-0.19	-0.63	0.51	0.1	0.24	NA	-0.19	0.16	0.01	-0.76	-0.56	-0.61	-0.37	-0.5	-0.45	0.03	0.19	0.24	0.65	0.78	0.47	0.89	G1
YJR006W	0.55	0.6	-0.86	-0.06	-0.48	-0.2	0.22	0.54	0.13	0.38	-0.2	-0.09	-0.34	0.14	0	0.29	0.44	-0.09	0	0.03	-0.41	-0.37	-0.22	0.2	0.54	-0.01	-0.35	-0.34	-0.52	-0.43	-1.04	0.35	0.14	0.63	0.12	0.23	0.48	-0.22	-0.37	-0.68	-0.15	0.64	0.34	0.39	0.09	0.19	-0.22	-0.28	0.9	0.53	0.24	0.29	0.15	-0.16	-0.02	-0.56	-1.42	0.54	0.35	0.14	NA	-0.32	-0.17	-0.67	-0.26	0.14	-0.34	-0.01	0.49	0.05	0.24	0.01	0.1	0.1	0.21	-0.3	0.25	G1
